Ticker,Company,Sector,Industry,Country,Market Cap,Price
DOC,Healthpeak Properties Inc,Real Estate,REIT - Healthcare Facilities,USA,11960000000.0,16.85
DOV,Dover Corp,Industrials,Specialty Industrial Machinery,USA,23900000000.0,174.3
DOW,Dow Inc,Basic Materials,Chemicals,USA,15100000000.0,21.3
DPZ,Dominos Pizza Inc,Consumer Cyclical,Restaurants,USA,15070000000.0,443.78
DRI,"Darden Restaurants, Inc",Consumer Cyclical,Restaurants,USA,24010000000.0,205.15
DTE,DTE Energy Co,Utilities,Utilities - Regulated Electric,USA,28880000000.0,139.12
DUK,Duke Energy Corp,Utilities,Utilities - Regulated Electric,USA,97320000000.0,125.21
DVA,DaVita Inc,Healthcare,Medical Care Facilities,USA,9650000000.0,127.81
DVN,Devon Energy Corp,Energy,Oil & Gas E&P,USA,20840000000.0,32.45
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA,29960000000.0,76.4
EA,"Electronic Arts, Inc",Communication Services,Electronic Gaming & Multimedia,USA,40780000000.0,163.0
EBAY,EBay Inc,Consumer Cyclical,Internet Retail,USA,42290000000.0,92.54
ECL,"Ecolab, Inc",Basic Materials,Specialty Chemicals,USA,76210000000.0,268.79
ED,"Consolidated Edison, Inc",Utilities,Utilities - Regulated Electric,USA,37520000000.0,104.15
EFX,"Equifax, Inc",Industrials,Consulting Services,USA,29780000000.0,240.58
EG,Everest Group Ltd,Financial,Insurance - Reinsurance,Bermuda,13780000000.0,328.49
EIX,Edison International,Utilities,Utilities - Regulated Electric,USA,21130000000.0,54.91
EL,"Estee Lauder Cos., Inc",Consumer Defensive,Household & Personal Products,USA,32430000000.0,90.15
ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA,62220000000.0,276.3
EMN,Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA,7000000000.0,60.92
EMR,Emerson Electric Co,Industrials,Specialty Industrial Machinery,USA,75340000000.0,133.93
ENPH,Enphase Energy Inc,Technology,Solar,USA,3940000000.0,30.11
EOG,"EOG Resources, Inc",Energy,Oil & Gas E&P,USA,63630000000.0,116.59
EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA,8570000000.0,151.31
EQIX,Equinix Inc,Real Estate,REIT - Specialty,USA,75650000000.0,773.0
EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,USA,24090000000.0,63.4
EQT,EQT Corp,Energy,Oil & Gas E&P,USA,32110000000.0,51.46
ERIE,Erie Indemnity Co,Financial,Insurance Brokers,USA,16710000000.0,358.88
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA,24280000000.0,65.43
ESS,"Essex Property Trust, Inc",Real Estate,REIT - Residential,USA,16969999999.999998,254.52
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,140150000000.0,358.16
ETR,Entergy Corp,Utilities,Utilities - Regulated Electric,USA,40300000000.0,90.28
EVRG,Evergy Inc,Utilities,Utilities - Regulated Electric,USA,16850000000.000002,73.25
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA,46110000000.0,78.61
EXC,Exelon Corp,Utilities,Utilities - Regulated Electric,USA,45510000000.0,45.06
EXE,Expand Energy Corp,Energy,Oil & Gas E&P,USA,24210000000.0,101.65
EXPD,"Expeditors International Of Washington, Inc",Industrials,Integrated Freight & Logistics,USA,16260000000.000002,118.73
EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,USA,23540000000.0,185.14
EXR,Extra Space Storage Inc,Real Estate,REIT - Industrial,USA,30590000000.0,138.05
F,Ford Motor Co,Consumer Cyclical,Auto Manufacturers,USA,44610000000.0,11.21
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,42180000000.0,144.36
FAST,Fastenal Co,Industrials,Industrial Distribution,USA,53690000000.0,46.78
FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA,57250000000.0,39.86
FDS,Factset Research Systems Inc,Financial,Financial Data & Stock Exchanges,USA,14820000000.0,391.91
FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,USA,53420000000.0,226.45
FE,Firstenergy Corp,Utilities,Utilities - Regulated Electric,USA,25080000000.0,43.44
FFIV,F5 Inc,Technology,Software - Infrastructure,USA,18450000000.0,321.23
FI,"Fiserv, Inc",Technology,Information Technology Services,USA,72860000000.0,134.04
FICO,Fair Isaac Corp,Technology,Software - Application,USA,33450000000.000004,1393.61
FIS,"Fidelity National Information Services, Inc",Technology,Information Technology Services,USA,36730000000.0,69.9
FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,27530000000.0,41.25
FOX,Fox Corporation,Communication Services,Entertainment,USA,23280000000.0,49.5
FOXA,Fox Corporation,Communication Services,Entertainment,USA,23250000000.0,54.2
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,8090000000.0,93.18
FSLR,First Solar Inc,Technology,Solar,USA,19840000000.0,185.01
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,73920000000.0,96.58
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,USA,16100000000.000002,47.59
GD,General Dynamics Corp,Industrials,Aerospace & Defense,USA,84730000000.0,314.99
GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA,22060000000.0,154.82
GE,GE Aerospace,Industrials,Aerospace & Defense,USA,288740000000.0,272.28
GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,USA,31940000000.0,69.96
GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA,17660000000.0,28.69
GEV,GE Vernova Inc,Industrials,Specialty Industrial Machinery,USA,180910000000.0,664.55
GILD,"Gilead Sciences, Inc",Healthcare,Drug Manufacturers - General,USA,137180000000.0,110.28
GIS,"General Mills, Inc",Consumer Defensive,Packaged Foods,USA,26750000000.0,49.31
GL,Globe Life Inc,Financial,Insurance - Life,USA,11660000000.0,141.23
GLW,"Corning, Inc",Technology,Electronic Components,USA,54810000000.0,63.98
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,49960000000.0,52.47
GNRC,Generac Holdings Inc,Industrials,Specialty Industrial Machinery,USA,11460000000.0,193.91
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,2377580000000.0,196.92
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,2375460000000.0,196.09
GPC,Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,18560000000.0,133.45
GPN,"Global Payments, Inc",Technology,Software - Infrastructure,USA,20860000000.0,85.54
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland,44290000000.0,230.08
GS,"Goldman Sachs Group, Inc",Financial,Capital Markets,USA,219390000000.0,724.74
GWW,W.W. Grainger Inc,Industrials,Industrial Distribution,USA,45930000000.0,960.27
HAL,Halliburton Co,Energy,Oil & Gas Equipment & Services,USA,18090000000.0,21.22
HAS,"Hasbro, Inc",Consumer Cyclical,Leisure,USA,10800000000.0,77.05
HBAN,"Huntington Bancshares, Inc",Financial,Banks - Regional,USA,23510000000.0,16.04
HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA,85680000000.0,366.15
HD,"Home Depot, Inc",Consumer Cyclical,Home Improvement Retail,USA,384840000000.0,386.8
HIG,Hartford Insurance Group Inc.(The),Financial,Insurance - Property & Casualty,USA,36220000000.0,128.81
HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA,10500000000.0,267.49
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA,61370000000.0,260.95
HOLX,"Hologic, Inc",Healthcare,Medical Instruments & Supplies,USA,14880000000.0,66.89
HON,Honeywell International Inc,Industrials,Conglomerates,USA,139190000000.0,219.23
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA,26410000000.0,20.13
HPQ,HP Inc,Technology,Computer Hardware,USA,23490000000.0,25.01
HRL,Hormel Foods Corp,Consumer Defensive,Packaged Foods,USA,15540000000.0,28.26
HSIC,Henry Schein Inc,Healthcare,Medical Distribution,USA,8070000000.0,66.32
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,10520000000.0,15.3
HSY,Hershey Company,Consumer Defensive,Confectioners,USA,38230000000.0,188.59
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,USA,22510000000.0,423.57
HUM,Humana Inc,Healthcare,Healthcare Plans,USA,30860000000.0,256.62
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,73390000000.0,182.06
IBM,International Business Machines Corp,Technology,Information Technology Services,USA,235000000000.0,252.28
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,107640000000.0,188.05
IDXX,"Idexx Laboratories, Inc",Healthcare,Diagnostics & Research,USA,49940000000.0,624.19
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA,12020000000.0,159.72
IFF,International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,USA,16920000000.000002,66.16
INCY,Incyte Corp,Healthcare,Biotechnology,USA,15160000000.0,77.65
INTC,Intel Corp,Technology,Semiconductors,USA,89330000000.0,20.41
INTU,Intuit Inc,Technology,Software - Application,USA,217430000000.0,779.47
INVH,Invitation Homes Inc,Real Estate,REIT - Residential,USA,18550000000.0,30.26
IP,International Paper Co,Consumer Cyclical,Packaging & Containers,USA,24460000000.0,46.33
IPG,"Interpublic Group Of Cos., Inc",Communication Services,Advertising Agencies,USA,9130000000.0,24.92
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research,USA,30170000000.0,177.49
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,USA,30400000000.0,76.48
IRM,Iron Mountain Inc,Real Estate,REIT - Specialty,USA,26570000000.0,90.04
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,169940000000.0,474.06
IT,"Gartner, Inc",Technology,Information Technology Services,USA,18760000000.0,243.71
ITW,"Illinois Tool Works, Inc",Industrials,Specialty Industrial Machinery,USA,75060000000.0,257.51
IVZ,Invesco Ltd,Financial,Asset Management,USA,9410000000.0,21.1
J,Jacobs Solutions Inc,Industrials,Engineering & Construction,USA,17630000000.0,146.95
JBHT,"J.B. Hunt Transport Services, Inc",Industrials,Integrated Freight & Logistics,USA,13890000000.0,143.51
JBL,Jabil Inc,Technology,Electronic Components,USA,23680000000.0,220.68
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,68880000000.0,104.67
JKHY,"Jack Henry & Associates, Inc",Technology,Information Technology Services,USA,12140000000.0,166.76
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,410840000000.0,170.59
JPM,JPMorgan Chase & Co,Financial,Banks - Diversified,USA,809690000000.0,291.35
K,Kellanova,Consumer Defensive,Packaged Foods,USA,27760000000.0,79.84
KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,45390000000.0,33.41
KEY,Keycorp,Financial,Banks - Regional,USA,19170000000.0,17.49
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,27670000000.0,160.75
KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA,32259999999.999996,27.26
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,14440000000.0,21.33
KKR,KKR & Co. Inc,Financial,Asset Management,USA,128750000000.0,144.56
KLAC,KLA Corp,Technology,Semiconductor Equipment & Materials,USA,117470000000.0,888.28
KMB,Kimberly-Clark Corp,Consumer Defensive,Household & Personal Products,USA,45350000000.0,136.68
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,59440000000.0,26.75
KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,8439999999.999999,56.22
KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,299150000000.0,69.51
KR,Kroger Co,Consumer Defensive,Grocery Stores,USA,48750000000.0,73.73
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,USA,41160000000.0,21.44
L,Loews Corp,Financial,Insurance - Property & Casualty,USA,19510000000.0,94.08
LDOS,Leidos Holdings Inc,Technology,Information Technology Services,USA,22460000000.0,174.49
LEN,Lennar Corp,Consumer Cyclical,Residential Construction,USA,30760000000.0,119.35
LH,Labcorp Holdings Inc,Healthcare,Diagnostics & Research,USA,21680000000.0,260.85
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,51800000000.0,276.88
LII,Lennox International Inc,Industrials,Building Products & Equipment,USA,20900000000.0,594.93
LIN,Linde Plc,Basic Materials,Specialty Chemicals,United Kingdom,221080000000.0,471.48
LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,USA,7700000000.0,29.94
LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,707360000000.0,746.37
LMT,Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,101520000000.0,434.85
LNT,Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,16890000000.0,65.77
LOW,"Lowe's Cos., Inc",Consumer Cyclical,Home Improvement Retail,USA,133550000000.00002,238.29
LRCX,Lam Research Corp,Technology,Semiconductor Equipment & Materials,USA,122720000000.0,95.94
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,Canada,24560000000.0,196.51
LUV,Southwest Airlines Co,Industrials,Airlines,USA,15600000000.0,29.71
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA,36190000000.0,52.72
LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,USA,7170000000.0,51.45
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom,15940000000.0,49.55
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA,34600000000.0,149.29
MA,Mastercard Incorporated,Financial,Credit Services,USA,514500000000.0,569.13
MAA,"Mid-America Apartment Communities, Inc",Real Estate,REIT - Residential,USA,16879999999.999998,140.61
MAR,"Marriott International, Inc",Consumer Cyclical,Lodging,USA,71960000000.0,262.71
MAS,Masco Corp,Industrials,Building Products & Equipment,USA,14520000000.0,69.33
MCD,McDonald's Corp,Consumer Cyclical,Restaurants,USA,219990000000.0,307.66
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,35710000000.0,66.17
MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA,87900000000.0,703.76
MCO,Moody's Corp,Financial,Financial Data & Stock Exchanges,USA,92840000000.0,517.48
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners,USA,80320000000.0,62.07
MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland,114490000000.0,89.36
MET,Metlife Inc,Financial,Insurance - Life,USA,50990000000.0,75.95
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1939210000000.0,771.99
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,9550000000.0,35.09
MHK,"Mohawk Industries, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,7530000000.0,121.18
MKC,"McCormick & Co., Inc",Consumer Defensive,Packaged Foods,USA,18640000000.0,69.43
MKTX,MarketAxess Holdings Inc,Financial,Capital Markets,USA,7010000000.0,186.8
MLM,"Martin Marietta Materials, Inc",Basic Materials,Building Materials,USA,36050000000.0,598.04
MMC,"Marsh & McLennan Cos., Inc",Financial,Insurance Brokers,USA,100240000000.0,203.9
MMM,3M Co,Industrials,Conglomerates,USA,80330000000.0,150.82
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,58030000000.0,59.5
MO,Altria Group Inc,Consumer Defensive,Tobacco,USA,106090000000.0,63.15
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA,8260000000.0,152.31
MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA,9810000000.0,30.93
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,49900000000.0,162.44
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,38590000000.0,805.85
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,199480000000.0,79.44
MRNA,Moderna Inc,Healthcare,Biotechnology,USA,10390000000.0,26.71
MS,Morgan Stanley,Financial,Capital Markets,USA,225560000000.0,141.3
MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,USA,42420000000.0,548.3
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,3901970000000.0,524.94
MSI,Motorola Solutions Inc,Technology,Communication Equipment,USA,73800000000.0,442.12
MTB,M & T Bank Corp,Financial,Banks - Regional,USA,28990000000.0,185.5
MTCH,Match Group Inc,Communication Services,Internet Content & Information,USA,9140000000.0,37.27
MTD,"Mettler-Toledo International, Inc",Healthcare,Diagnostics & Research,USA,25170000000.0,1221.84
MU,Micron Technology Inc,Technology,Semiconductors,USA,121740000000.0,108.78
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA,11210000000.0,24.81
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,55410000000.0,96.56
NDSN,Nordson Corp,Industrials,Specialty Industrial Machinery,USA,11930000000.0,211.13
NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,145260000000.0,70.54
NEM,Newmont Corp,Basic Materials,Gold,USA,74610000000.0,67.92
NFLX,Netflix Inc,Communication Services,Entertainment,USA,500770000000.0,1178.48
